"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2011,"Atividades Financeiras","Serviços Financeiros","Outras sociedades de participação",3,40,"1434.19","15776.13",11,3,"64638","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2011,"Informação e Comunicação","Telecomunicações","Telecomunicações por fio",11,36,"3661.05","1826867.21",499,45,"61108","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2011,"Indústrias de Transformação","Manutenção de máquinas e equipamentos","Manutenção de máquinas e equipamentos da indústria mecânica",9,35,"2173.87","132606.28",61,6,"33147","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Outros Serviços","Organizações Associativas","Organizações religiosas",66,39,"1282.36","546288.99",426,6,"94910","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
2011,"Indústrias de Transformação","Produtos de metal","Fabricação de esquadrias de metal",17,35,"1086.46","68447.39",63,3,"25128","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Comércio","Comércio Atacadista","Atacado de combustíveis sólidos, líquidos e gasosos",5,41,"11197.11","548658.44",49,9,"46818","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Atividades Financeiras","Serviços Financeiros","Agências de fomento",1,42,"11269.02","1341014.17",119,119,"64344","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2011,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de produtos do pescado",6,37,"1013.89","80097.78",79,13,"10201","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Comércio","Comércio Varejista","Varejo de peças e acessórios para aparelhos eletroeletrônicos",19,29,"935.87","94522.99",101,5,"47571","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Comércio","Comércio Varejista","Varejo de tintas e materiais para pintura",26,30,"1317.52","168643.61",128,4,"47415","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Indústrias de Transformação","Produtos Químicos","Fabricação de produtos petroquímicos",1,36,"8057.02","40285.11",5,5,"20215","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de outros produtos alimentícios",6,26,"1831.8","291256.95",159,26,"10996","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Indústrias de Transformação","Manutenção de máquinas e equipamentos","Instalação de máquinas e equipamentos industriais",2,36,"8793.99","167085.94",19,9,"33210","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Informação e Comunicação","Edição e impressão","Edição de cadastros e outros produtos gráficos",4,38,"2429.8","109341.16",45,11,"58191","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2011,"Atividades Administrativas","Serviços para Edifícios","Imunização e controle de pragas urbanas",10,35,"1125.9","41658.36",37,3,"81222","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2011,"Informação e Comunicação","Produção cinematográfica, de vídeos e de programas de televisão","Atividades de exibição cinematográfica",3,23,"784.06","84678.63",108,36,"59146","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2011,"Comércio","Comércio Atacadista","Atacato de artigos de escritório e de papelaria",11,32,"1205.66","61489.15",51,4,"46478","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Indústrias de Transformação","Produtos Diversos","Fabricação de artefatos para pesca",10,32,"1079.63","68016.89",63,6,"32302","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Indústrias de Transformação","Produtos de Madeira","Fabricação de madeira laminada e de chapas de madeira",4,32,"782.28","34420.52",44,11,"16218","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Indústrias de Transformação","Produtos de borracha e de material plástico","Fabricação de outros artefatos de borracha",2,28,"985.51","16753.74",17,8,"22196","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Comércio","Comércio Atacadista","Atacado materiais de construção",7,35,"1024.97","129147.05",126,18,"46796","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de alimentos e pratos prontos",8,29,"906.15","84272.14",93,11,"10961","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Transporte e correio","Transporte Terrestre","Outros transportes rodoviários de passageiros",18,38,"1227.28","54000.72",44,2,"49299","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2011,"Comércio","Comércio Atacadista","Representantes comerciais de mercadorias em geral",22,30,"1074.44","71988.02",67,3,"46192","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Outros Serviços","Organizações Associativas","Organizações políticas",8,46,"1820.35","41868.19",23,2,"94928","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
2011,"Transporte e correio","Atividades de Entrega","Atividades de malote e de entrega",24,31,"891.28","153300.72",172,7,"53202","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2011,"Indústrias de Transformação","Impressão e Reprodução de Gravações","Impressão de jornais e outras publicações periódicas",5,31,"1249.25","38726.99",31,6,"18113","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Comércio","Comércio de Veículos Automotores","Atacado e varejo de motocicletas, peças e acessórios",32,31,"1307.17","209148.21",160,5,"45412","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Indústrias de Transformação","Produtos e materiais elétricos","Fabricação de equipamentos para distribuição de energia elétrica",2,31,"3841.54","526291.6",137,68,"27317","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Atividades Financeiras","Serviços Financeiros","Consórcios",5,43,"2034.19","87470.19",43,8,"64930","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2011,"Indústrias de Transformação","Confecção e Vestuário","Confecção de roupas profissionais",3,38,"1636.55","36004.26",22,7,"14134","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
