"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2015,"Atividades Administrativas","Serviços para Edifícios","Atividades paisagísticas",6,36,"1628.11","27677.88",17,2,"81303","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2015,"Transporte e correio","Atividades de Entrega","Atividades de malote e de entrega",19,33,"1486.56","170954.57",115,6,"53202","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2015,"Indústrias de Transformação","Produtos Diversos","Fabricação de brinquedos e jogos recreativos",2,25,"1114.29","10028.64",9,4,"32400","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2015,"Comércio","Comércio Varejista","Varejo de peças e acessórios para aparelhos eletroeletrônicos",19,31,"1404.98","99753.78",71,3,"47571","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2015,"Indústrias de Transformação","Produtos Diversos","Fabricação de produtos diversos",9,36,"2192.8","109640.1",50,5,"32990","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2015,"Construção","Serviços Especializados para Construção","Outras obras de instalações em construções",15,35,"1617.68","152062.38",94,6,"43291","#E87600","/static/img/icons/industry_section/industry_section_f.png"
2015,"Comércio","Comércio Atacadista","Atacado de produtos químicos e petroquímicos",4,29,"3229.16","64583.31",20,5,"46842","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2015,"Serviços Especializados","Atividades jurídicas, de contabilidade e de auditoria","Atividades jurídicas",13,32,"1504.33","42121.29",28,2,"69117","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2015,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de produtos de carne",4,38,"2913.48","134020.26",46,11,"10139","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2015,"Atividades Financeiras","Atividades de Serviços Financeiros","Corretores de seguros",20,33,"1575.17","86634.77",55,2,"66223","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2015,"Indústrias de Transformação","Produtos Químicos","Fabricação de produtos petroquímicos",1,27,1528,3056,2,2,"20215","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2015,"Comércio","Comércio Atacadista","Atacado de papel, papelão e embalagens",11,36,"1701.64","114010.37",67,6,"46869","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2015,"Atividades Administrativas","Serviços para Edifícios","Imunização e controle de pragas urbanas",5,35,"1594.83","22327.64",14,2,"81222","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2015,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de alimentos para animais",2,36,"2113.31","156385.65",74,37,"10660","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2015,"Indústrias de Transformação","Produtos Diversos","Fabricação de instrumentos e materiais para uso médico",9,35,"2055.84","74010.45",36,4,"32507","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2015,"Indústrias de Transformação","Produtos eletrônicos","Fabricação de componentes eletrônicos",3,30,"1573.59","61370.31",39,13,"26108","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
