"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2008,"Comércio","Comércio Varejista","Varejista de produtos de padaria, laticínio e doces",68,30,"619.34","287373.79",464,6,"47211","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Educação","Educação","Outras atividades de ensino",15,33,"896.8","79815.46",89,5,"85996","#d66011","/static/img/icons/industry_section/industry_section_p.png"
2008,"Saneamento Básico","Esgoto e Saneamento","Atividades relacionadas a esgoto",3,39,"488.44","126018.48",258,86,"37029","#2F2F6D","/static/img/icons/industry_section/industry_section_e.png"
2008,"Atividades Administrativas","Serviços para Edifícios","Imunização e controle de pragas urbanas",5,28,"603.97","9663.54",16,3,"81222","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Alojamento e Alimentação","Alojamento","Hotéis e similares",112,34,"801.95","1566211.35",1953,17,"55108","#FFC41C","/static/img/icons/industry_section/industry_section_i.png"
2008,"Atividades Administrativas","Agências de viagens","Agências de viagens",30,32,"1013.22","93217.11",92,3,"79112","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Serviços Especializados","Atividades jurídicas, de contabilidade e de auditoria","Atividades jurídicas",22,27,"597.42","17325.36",29,1,"69117","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de sorvetes",9,23,"707.6","20520.62",29,3,"10538","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Comércio","Comércio Atacadista","Atacado de papel, papelão e embalagens",4,24,"860.67","12910.16",15,3,"46869","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Construção","Serviços Especializados para Construção","Outras obras de instalações em construções",4,31,"720.94","18023.69",25,6,"43291","#E87600","/static/img/icons/industry_section/industry_section_f.png"
2008,"Serviços Especializados","Outras atividades profissionais","Design e decoração de interiores",1,24,810,2430,3,3,"74102","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Comércio","Comércio Varejista","Varejo de GLP",4,32,"832.46","14151.93",17,4,"47849","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Serviços Especializados","Arquitetura e Engenharia","Serviços de arquitetura",10,29,"1107.06","27676.53",25,2,"71111","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Transporte e correio","Atividades de Entrega","Atividades de malote e de entrega",3,33,"614.83","21519.06",35,11,"53202","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2008,"Educação","Educação","Educação infantil - creche",5,32,"730.46","45288.6",62,12,"85112","#d66011","/static/img/icons/industry_section/industry_section_p.png"
2008,"Indústrias de Transformação","Manutenção de máquinas e equipamentos","Manutenção de máquinas e equipamentos da indústria mecânica",5,26,"1276.7","57451.61",45,9,"33147","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Comércio","Comércio Varejista","Varejo de discos, CDs, DVDs e fitas",7,28,"565.7","7354.11",13,1,"47628","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Informação e Comunicação","Edição e impressão","Edição de jornais",2,34,"783.13","19578.27",25,12,"58123","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2008,"Comércio","Comércio Varejista","Varejo de tintas e materiais para pintura",10,29,"868.23","39070.79",45,4,"47415","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Comércio","Comércio Atacadista","Atacado de máquinas, equipamentos para terraplenagem e construção",2,24,"694.8","9032.45",13,6,"46621","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Atividades Administrativas","Seleção e Agenciamento de Mão-de-obra","Seleção e agenciamento de mão-de-obra",4,30,"641.95","7703.4",12,3,"78108","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Atividades Administrativas","Serviços de Escritório","Atividades de cobrança",11,32,"824.35","182181.64",221,20,"82911","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Atividades Administrativas","Serviços para Edifícios","Limpeza em prédios e em domicílios",7,31,"748.14","26933.23",36,5,"81214","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Comércio","Comércio Varejista","Varejo de artigos usados",6,35,"647.15","8413.02",13,2,"47857","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Comércio","Comércio Varejista","Varejo de hortifrutigranjeiros",6,29,"808.01","25048.42",31,5,"47245","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2008,"Atividades Administrativas","Serviços de Escritório","Teleatendimento",3,23,"537.75",2151,4,1,"82202","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Outros Serviços","Organizações Associativas","Organizações religiosas",12,38,"790.77","56935.5",72,6,"94910","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
2008,"Serviços Especializados","Atividades veterinárias","Atividades veterinárias",3,30,"1113.21","11132.14",10,3,"75001","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Saúde e serviços sociais","Saúde Humana Integradas com Assistência Social","Assistência social prestadas em residências",2,35,"906.26","27188.07",30,15,"87301","#800000","/static/img/icons/industry_section/industry_section_q.png"
2008,"Saúde e serviços sociais","Saúde Humana","Atendimento hospitalar",10,33,"988.38","721517.69",730,73,"86101","#800000","/static/img/icons/industry_section/industry_section_q.png"
2008,"Serviços Especializados","Consultoria em Gestão Empresarial","Consultorias em gestão empresarial",7,35,"1211.11","27855.72",23,3,"70204","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Atividades Administrativas","Aluguéis não-imobiliários","Aluguel de objetos do vestuário",1,49,636,636,1,1,"77233","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2008,"Administração Pública","Administração Pública","Administração pública em geral",4,40,"1504.48","4387088.22",2916,729,"84116","#752277","/static/img/icons/industry_section/industry_section_o.png"
2008,"Agropecuária","Confidential","Atividades de apoio à agricultura",1,31,"561.38","9543.6",17,17,"01610","#105B10","/static/img/icons/industry_section/industry_section_a.png"
2008,"Atividades Financeiras","Serviços Financeiros","Crédito cooperativo",1,28,"1467.12","5868.49",4,4,"64247","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2008,"Informação e Comunicação","Produção cinematográfica, de vídeos e de programas de televisão","Atividades de exibição cinematográfica",4,33,"749.45","17986.86",24,6,"59146","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2008,"Transporte e correio","Transporte Terrestre","Transporte rodoviário coletivo de passageiros intermunicipal",5,27,"833.61","45014.95",54,10,"49221","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2008,"Serviços Especializados","Arquitetura e Engenharia","Arquitetura e engenharia",3,30,"688.53","6885.33",10,3,"71197","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Atividades Financeiras","Serviços Financeiros","Caixas econômicas",1,44,"4654.53","209453.87",45,45,"64239","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2008,"Outros Serviços","Organizações Associativas","Organizações sindicais",7,32,"1033.3","24799.25",24,3,"94201","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
2008,"Artes, Cultura e Recreação","Atividades Esportivas e de Recreação","Clubes sociais, esportivos e similares",5,41,"1956.21","70423.65",36,7,"93123","#93789e","/static/img/icons/industry_section/industry_section_r.png"
